20;r_has_magn;La magnification ou amplification, par exemple - forte fièvre - ou - fièvre de cheval - pour fièvre. Ou encore - amour fou - pour amour, - peur bleue - pour peur. - [q=1]
21;r_has_antimagn;L'inverse de la magnification, par exemple - bruine - pour pluie. - [q=1.61]
22;r_family;Des mots de la même famille lexicale sont demandés (dérivation morphologique, par exemple). Par exemple, pour 'lait' on pourrait mettre 'laitier', 'laitage', 'laiterie', etc. - [q=1]
23;r_carac-1;Quels sont les objets (des noms) possédant typiquement/possiblement la caractérisque suivante ? Par exemple, 'soleil', 'feu', pour 'chaud'. - [q=1]
24;r_agent-1;Que peut faire ce SUJET ? (par exemple chat => miauler, griffer, etc.) (chat r_agent-1 manger) - [q=1]
25;r_instr-1;L'instrument est l'objet avec lequel on fait l'action. Dans - Il mange sa salade avec une fourchette -, fourchette est l'instrument. On demande ici, ce qu'on peut faire avec un instrument donné... (scie r_instr-1 scier) - [q=1]
26;r_patient-1;(inverse de r_patient) Que peut-on faire à cet OBJET. Pour 'pomme', on pourrait avoir 'manger', 'croquer', couper', 'éplucher', etc. (pomme r_patient-1 manger) - [q=1]
27;r_domain-1;inverse de r_domain : à un domaine, on associe des termes - [q=1]
28;r_lieu-1;A partir d'un lieu, il est demandé d'énumérer ce qui peut typiquement s'y trouver. Par exemple : Paris r_lieu-1 tour Eiffel - [q=1]
29;r_chunk_pred;(interne) d'un prédicat quel chunk ? - [q=1]
30;r_lieu_action;A partir d'un lieu, énumérer les actions typiques possibles dans ce lieu. - [q=1]
31;r_action_lieu;A partir d'une action (un verbe), énumérer les lieux typiques possibles où peut être réalisée cette action. - [q=3.06]
32;r_sentiment;Pour un terme donné, évoquer des mots liés à des SENTIMENTS ou des EMOTIONS que vous pourriez associer à ce terme. Par exemple, la joie, le plaisir, le dégoût, la peur, la haine, l'amour, l'indifférence, l'envie, avoir peur, horrible, etc. - [q=5.68]
33;r_error;lien d'erreur - [q=1]
34;r_manner;De quelles MANIERES peut être effectuée l'action (le verbe) proposée. Il s'agira d'un adverbe ou d'un équivalent comme une locution adverbiale, par exemple : 'rapidement', 'sur le pouce', 'goulûment', 'salement' ... pour 'manger'. - [q=5.2]
35;r_meaning/glose;Quels SENS/SIGNIFICATIONS pouvez vous donner au terme proposé. Il s'agira de termes (des gloses) évoquant chacun des sens possibles, par exemple : 'forces de l'ordre', 'contrat d'assurance', 'police typographique', ... pour 'police'. - [q=2]
36;r_infopot;Information sémantique potentielle - [q=0.85]
37;r_telic_role;Le rôle télique indique la fonction du nom ou du verbe. Par exemple, couper pour couteau, scier pour scie, etc. C'est le rôle qu'on lui destine communément pour un artéfact, ou bien un rôle qu'on peut attribuer à un objet naturel (réchauffer, éclairer pour soleil). - [q=1.31]
38;r_agentif_role;De quelle(s) manière(s) peut être CRÉE/CONSTRUIT le terme suivant. On demande des verbes transitifs (le terme en est un complément d'objet) qui DONNENT NAISSANCE à l'entité désignée par le terme, par exemple, 'construire' pour 'maison', 'rédiger'/'imprimer' pour 'livre' ou 'lettre'. - [q=10]
39;r_verbe-action;du verbe vers l'action. Par exemple, construire -> construction , jardiner -> jardinage . C'est un terme directement dérivé (ayant la même racine). Applicable que pour un verbe et inverse de la relation 40 (action vers verbe). - [q=1]
40;r_action-verbe;de l'action vers le verbe. Par exemple, construction -> construire, jardinage -> jardiner. C'est un terme directement dérivé (ayant la même racine). Applicable que pour un nom et inverse de la relation 39 (verbe vers action). - [q=0.99]
41;r_conseq;B (que vous devez donner) est une CONSEQUENCE possible de A. A et B sont des verbes ou des noms. Exemples : tomber -> se blesser ; faim -> voler ; allumer -> incendie ; négligence --> accident ; etc. - [q=6.11]
42;r_causatif;B (que vous devez donner) est une CAUSE possible de A. A et B sont des verbes ou des noms. Exemples : se blesser -> tomber ; vol -> pauvreté ; incendie -> négligence ; mort --> maladie ; etc. - [q=11.1]
43;r_adj-verbe;Pour un adjectif de potentialité/possibilité, son verbe correspondant. Par exemple pour 'lavable' -> 'laver' - [q=1]
44;r_verbe-adj;Pour un verbe, son adjectif de potentialité/possibilité correspondant. Par exemple pour 'laver' -> 'lavable' - [q=1]
45;r_chunk_sujet;(interne) - [q=1]
46;r_chunk_objet;(interne) - [q=1]
47;r_chunk_loc;(interne) - [q=1]
48;r_chunk_instr;(interne) - [q=1]
49;r_time;Donner une valeur temporelle -quel moment- peut-on associer au terme indiqué (par exemple 'dormir' -> nuit, 'bronzer' -> été, 'fatigue' -> 'soir') - [q=1.5]
50;r_object>mater;Quel est la ou les MATIERE/SUBSTANCE pouvant composer l'objet qui suit. Par exemple, 'bois' pour 'poutre'. - [q=1]
51;r_mater>object;Quel est la ou les CHOSES qui sont composés de la MATIERE/SUBSTANCE qui suit (exemple 'bois' -> poutre, table, ...). - [q=5.17]
52;r_successeur-time;Qu'est ce qui peut SUIVRE temporellement (par exemple Noêl -> jour de l'an, guerre -> paix, jour -> nuit, pluie -> beau temps, repas -> sieste, etc) le terme suivant : - [q=6]
53;r_make;Que peut PRODUIRE le terme ? (par exemple abeille -> miel, usine -> voiture, agriculteur -> blé, moteur -> gaz carbonique ...) - [q=1]
54;r_product_of;Le terme est le RESULTAT/PRODUIT de qui/quoi ? - [q=1]
55;r_against;A quoi le terme suivant S'OPPOSE/COMBAT/EMPECHE ? Par exemple, un médicament s'oppose à la maladie. - [q=1]
56;r_against-1;Inverse de r_against (s'oppose à) - a comme opposition active (S'OPPOSE/COMBAT/EMPECHE). Par exemple, une bactérie à comme opposition antibiotique. - [q=1]
57;r_implication;Qu'est-ce que le terme implique logiquement ? Par exemple : ronfler implique dormir, courir implique se déplacer, câlin implique contact physique. (attention ce n'est pas la cause ni le but...) - [q=2]
58;r_quantificateur;Quantificateur(s) typique(s) pour le terme, indiquant une quantité. Par exemples, sucre -> grain, morceau - sel -> grain, pincée - herbe -> brin, touffe - ... - [q=1]
59;r_masc;L'équivalent masculin du terme : lionne --> lion. - [q=1]
60;r_fem;L'équivalent féminin du terme : lion --> lionne. - [q=1]
61;r_equiv;Termes strictement équivalent/identique : acronymes et sigles (PS -> parti socialiste), apocopes (ciné -> cinéma), entités nommées (Louis XIV -> Le roi soleil), etc. (attention il ne s'agit pas de synonyme) - [q=1]
62;r_manner-1;Quelles ACTIONS (verbes) peut-on effectuer de cette manière ? Par exemple, rapidement -> courir, manger, ... - [q=6]
63;r_agentive_implication;Les verbes ou actions qui sont impliqués dans la création de l'objet. Par exemple pour 'construire' un livre, il faut, imprimer, relier, brocher, etc. Il s'agit des étapes nécessaires à la réalisation du rôle agentif. - [q=1]
64;r_has_instance;Une instance d'un 'type' est un individu particulier de ce type. Il s'agit d'une entité nommée (personne, lieu, organisation, etc) - par exemple, 'cheval' a pour instance possible 'Jolly Jumper', ou encore 'transatlantique' a pour instance possible 'Titanic'. - [q=1]
65;r_verb_real;Pour un verbe, celui qui réalise l'action (par dérivation morphologique). Par exemple, chasser -> chasseur, naviguer -> navigateur. - [q=1]
66;r_chunk_head;- [q=1]
67;r_similar;Similaire/ressemble à ; par exemple le congre est similaire à une anguille, ... - [q=1.5]
68;r_set>item;Quel est l'ELEMENT qui compose l'ENSEMBLE qui suit (par exemple, un essaim est composé d'abeilles) - [q=0.91]
69;r_item>set;Quel est l'ENSEMBLE qui est composé de l'ELEMENT qui suit (par exemple, un essaim est composé d'abeilles) - [q=1]
70;r_processus>agent;Quel est l'acteur de ce processus/événement ? Par exemple, 'nettoyage' peut avoir comme acteur 'technicien de surface'. - [q=0.94]
71;r_variante;Variantes du termes cible. Par exemple, yaourt, yahourt, ou encore évènement, événement. - [q=1.5]
72;r_syn_strict;Termes strictement substituables, pour des termes hors du domaine général, et pour la plupart des noms (exemple : endométriose intra-utérine --> adénomyose) - [q=1]
73;r_is_smaller_than;Qu'est-ce qui est physiquement plus gros que... (la comparaison doit être pertinente) - [q=1]
74;r_is_bigger_than;Qu'est-ce qui est physiquement moins gros que... (la comparaison doit être pertinente) - [q=1]
75;r_accomp;Est souvent accompagné de, se trouve avec... Par exemple : Astérix et Obelix, le pain et le fromage, les fraises et la chantilly. - [q=1]
76;r_processus>patient;Quel est le patient de ce processus/événement ? Par exemple, 'découpe' peut avoir comme patient 'viande'. - [q=0.94]
77;r_verb_ppas;Le participe passé (au masculin singulier) du verbe infinitif. Par exemple, pour manger => mangé - [q=1]
78;r_cohypo;Il est demandé d'énumérer les CO-HYPONYMES du terme. Par exemple, 'chat' et 'tigre' sont des co-hyponymes (de 'félin'). - [q=1]
79;r_verb_ppre;Le participe présent(au masculin singulier) du verbe infinitif. Par exemple, pour manger => mangeant - [q=1]
80;r_processus>instr;Quel est l'instrument/moyen de ce processus/événement ? Par exemple, 'découpe' peut avoir comme instrument 'couteau'. - [q=1.44]
99;r_der_morpho;Des termes dériviés morphologiquement sont demandés). Par exemple, pour 'lait' on pourrait mettre 'laitier', 'laitage', 'laiterie', etc. (mais pas 'lactose'). Pour 'jardin', on mettra 'jardinier', 'jardinage', 'jardiner', etc. - [q=1]
100;r_has_auteur;Quel est l'auteur de l'oeuvre suivante ? - [q=1]
101;r_has_personnage;Quels sont les personnages présents dans l'oeuvre qui suit ? - [q=0.94]
102;r_can_eat;De quoi peut se nourir l'animal suivant ? - [q=5]
103;r_has_actors;A comme acteurs (pour un film ou similaire). - [q=1]
104;r_deplac_mode;Mode de déplacement. chat r_deplac_node marche - [q=2]
105;r_has_interpret;Interprète de personnages (cinéma ou théâtre) - [q=1]
106;r_color;A comme couleur(s)... chat r_color noir - [q=2.25]
107;r_cible;Cible de la maladie : myxomatose => lapin, rougeole => enfant, ... - [q=1]
108;r_symptomes;Symptomes de la maladie : myxomatose => yeux rouges, rougeole => boutons, ... - [q=1.5]
109;r_predecesseur-time;Qu'est ce qui peut PRECEDER temporellement (par exemple - inverse de successeur) le terme suivant : - [q=6]
110;r_diagnostique;Diagnostique pour la maladie : diabète => prise de sang, rougeole => examen clinique, ... - [q=1]
111;r_predecesseur-space;Qu'est ce qui peut PRECEDER spatialement (par exemple - inverse de successeur spatial) le terme suivant : - [q=6]
112;r_successeur-space;Qu'est ce qui peut SUIVRE spatialement (par exemple Locomotive à vapeur -> tender, wagon etc.) le terme suivant : - [q=5]
113;r_social_tie;Relation sociale/familliale entre les individus... (annotation pour la nature exacte : frère, mari, etc.) - [q=1]
114;r_tributary;Tributaire de (physique ou spatial). - [q=1]
115;r_sentiment-1;Pour un SENTIMENT ou EMOTION donné, il est demandé d’énumérer les termes que vous pourriez associer. Par exemple, pour 'joie', on aurait 'cadeau', 'naissance', 'bonne nouvelle', etc. - [q=6.87]
116;r_linked-with;A quoi est-ce relié (un wagon est relié à un autre wagon ou à une locomotive) ? - [q=6.01]
117;r_foncteur;La fonction de ce terme par rapport à d'autres. Pour les prépositions notamment, 'chez' => relation r_location. (demande un type de relation comme valeur) - [q=1]
118;r_comparison;(interne) - [q=1]
119;r_but;But de l'action (nom ou verbe) - [q=10]
120;r_but-1;Quel sont les actions ou verbes qui ont le terme cible comme but ? - [q=9.28]
121;r_own;Que POSSEDE le terme suivant ? (un soldat possède un fusil, une cavalière des bottes, ... soldat r_own fusil, ...) - [q=2.5]
122;r_own-1;Par qui ou quoi EST POSSEDE le terme suivant ? (par exemple, fusil r_own-1 soldat) - [q=0.97]
123;r_verb_aux;Auxiliaire utilisé pour ce verbe - [q=1]
124;r_predecesseur-logic;Qu'est ce qui peut PRECEDER logiquement (par exemple : A précède B - inverse de successeur logique) le terme suivant : - [q=5]
125;r_successeur-logic;Qu'est ce qui peut SUIVRE logiquement (par exemple A -> B, C etc.) le terme suivant : - [q=6]
126;r_isa-incompatible;Relation d'incompatibilité pour les génériques. Si A r_isa-incompatible B alors X ne peut pas être à la fois A et B ou alors X est polysémique. Par exemple, poisson r_isa-incompatible oiseau. Colin est à la fois un oiseau et un poisson, donc colin est polysémique. - [q=1]
127;r_incompatible;Relation d'incompatibilité, ne doivent pas être présents ensemble. Par exemple, alcool r_incompatible antibiotique. - [q=1.5]
128;r_node2relnode;Relation entre un noeud (quelconque) et un noeud de relation (type = 10) - permet de rendre le graphe connexe même avec les annotations de relations - [q=1.5]
129;r_require;Il est demandé d'énumérer les termes nécessaires au mot mot cible... Par exemple, 'se reposer' => 'calme', ou 'pain' => 'farine'. - [q=1]
130;r_is_instance_of;Une instance est un individu particulier. Il s'agit d'une entité nommée (personne, lieu, organisation, etc) - par exemple, 'Jolly Jumper' est une instance de 'cheval', 'Titanic' en est une de 'transatlantique'. - [q=1]
131;r_is_concerned_by;A peut être concerné par B. Par exemple, une personne a un rendez-vous a une maladie, une idée, une opinion, etc... - [q=1]
132;r_symptomes-1;Inverse de symptômes de la maladie : myxomatose => yeux rouges, rougeole => boutons, ... - [q=1]
133;r_units;A comme unités pour une propriété, ou une mesure. Par exemple vitesse a pour unités m/s ou km/h, etc. - [q=1]
134;r_promote;Qu'est-ce que le terme suivant FAVORISE ? Par exemple, un catalyseur favorise une réaction chimique. - [q=1]
135;r_circumstances;Les circonstances possibles pour un événements, ou un objet - [q=1]
136;r_has_auteur-1;Quel sont les oeuvres de l'auteur suivant ? - [q=1]
137;r_processus>agent-1;- [q=0.94]
138;r_processus>patient-1;- [q=0.94]
139;r_processus>instr-1;- [q=0.94]
148;r_pourvoyeur;Le pourvoyeur est l'entité qui fournit l'object de l'action (le pourvoyeur est un complément d'objet indirect introduit par 'à', ...). Par exemple dans - Le client demande une pizza à la serveuse - le pourvoyeur est ici la serveuse ... - [q=6.07]
149;r_compl_agent;Le complément d'agent est celui qui effectue l'action dans les formes passives. Par exemple, pour 'être mangé', la souris est l'agent et le chat le complément d'agent. - [q=3.67]
150;r_beneficiaire;Le bénéficiaire est l'entité qui tire bénéfice/préjudice de l'action (un complément d'objet indirect introduit par 'à', 'pour', ...). Par exemple dans - La sorcière donne une pomme à Blanche Neige -, la bénéficiaire est Blanche Neige ... enfin, bref, vous avez compris l'idée. - [q=4.9]
151;r_descend_de;Descend de (évolution)... - [q=1.5]
152;r_domain_subst;Quels sont le ou les domaines de substitution pour ce terme quand il est utilisé comme domaine (par exemple, 'muscle' => 'anatomie du système musculaire') - [q=1]
153;r_prop;Pour le terme donné, il faut indiquer les noms de propriétés pertinents (par exemple pour 'voiture', le 'prix', la 'puissance', la 'longueur', le 'poids', etc. On ne met que des noms et pas des adjectifs). - [q=0.5]
154;r_activ_voice;Pour un verbe à la voix passive, sa voix active. Par exemple, pour 'être mangé' on aura 'manger'. - [q=1]
155;r_make_use_of;Peut utiliser un objet ou produit (par exemple électricité pour frigo). - [q=0.5]
156;r_is_used_by;Est utilisé par (par exemple essence pour voiture). - [q=0.9]
157;r_adj-nomprop;Pour un adjectif, donner le nom de propriété correspondant. Par exemple, pour 'friable' -> 'friabilité' - [q=1]
158;r_nomprop-adj;Pour un nom de propriété, donner l'adjectif correspondant. Par exemple, pour 'friabilité' -> 'friable' - [q=1]
159;r_adj-adv;Pour un adjectif, donner l'adverbe correspondant. Par exemple, pour 'rapide' -> 'rapidement' - [q=1]
160;r_adv-adj;Pour un adverbe, donner l'adjectif correspondant. Par exemple, pour 'rapidement' -> 'rapide' - [q=1]
161;r_homophone;Il est demandé d'énumérer les homophones ou quasi-homophones de ce terme. - [q=5]
162;r_potential_confusion;Confusion potentielle avec un autre terme (par exemple, acre et âcre, détonner et détoner). - [q=5]
163;r_concerning;Qui concerne quelque chose ou quelqu'un. Par exemple: maladie r_concerning personne, ou disparition r_concerning emploi. (inverse de r_is_concerned_by) - [q=5]
164;r_adj>nom;Le nom associé à l'adjectif. Par exemple, 'urinaire' -> 'urine' - [q=5]
165;r_nom>adj;L'adjectif associé au nom. Par exemple, 'urine' -> 'urinaire' - [q=5]
166;r_opinion_of;L'opinion de tel groupe ou telle personne. Utilisé comme relation d'annotation. - [q=1]
200;r_context;Relation de contexte entre un terme et un noeud contexte. - [q=1]
222;r_pos_seq;Séquence de parties du discours (Nom, Verbe, Adjectif, Adverbe, etc.). Exemple : belle maison => Adj: Nom: - [q=1]
333;r_translation;Traduction vers une autre langue. - [q=1]
444;r_link;Lien vers une ressource externe (WordNet, RadLex, UMLS, Wikipedia, etc...) - [q=1]
555;r_cooccurrence;co-occurences (non utilisée) - [q=1]
666;r_aki;(TOTAKI) equivalent pour TOTAKI de l'association libre - [q=1]
777;r_wiki;Associations issues de wikipedia... - [q=1.5]
997;r_annotation_exception;Relation pour indiquer qu'il s'agit d'une exception par rapport à la cible. L'autruche ne vole pas, et c'est une exception par rapport à l'oiseau prototypique. - [q=1]
998;r_annotation;Relation pour annoter (de façon générale) des relations - [q=1]
999;r_inhib;relation d'inhibition, le terme inhibe les termes suivants... ce terme a tendance à exclure le terme associé. - [q=1]
1000;r_prev;(interne) - [q=1]
1001;r_succ;(interne) - [q=1]
1002;r_termgroup;(interne) - [q=1]
2000;r_raff_sem-1;Inverse de r_raff_sem (automatique) - [q=1]
2001;r_learning_model;(interne) - [q=1]
